Gene_Name,GO_ID,Organism,GO_Name
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:284591,mitophagy
Gamma-aminobutyric acid receptor-associated protein-like 1-like protein,GO:0000423,NCBITaxon:9796,mitophagy
Autophagy and beclin 1 regulator 1,GO:0000423,NCBITaxon:9796,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:3218,mitophagy
Endosomal_vacuolar adapter protein YPT35,GO:0000423,NCBITaxon:214684,mitophagy
ULK2 protein,GO:0000423,NCBITaxon:9913,mitophagy
Probable cysteine protease ATG4,GO:0000423,NCBITaxon:284591,mitophagy
"Autophagy protein Apg6, putative (AFU_orthologue AFUA_8G05170)",GO:0000423,NCBITaxon:227321,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:112509,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3760,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:9544,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3562,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3760,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:112509,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:112509,mitophagy
GABA type A receptor associated protein like 1,GO:0000423,NCBITaxon:9823,mitophagy
Autophagy-related protein 8D,GO:0000423,NCBITaxon:39947,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3760,mitophagy
GABA type A receptor associated protein like 1,GO:0000423,NCBITaxon:9823,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4232,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:9823,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3983,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:4097,mitophagy
Putative autophagy-related protein 13,GO:0000423,NCBITaxon:4232,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:4232,mitophagy
Autophagy-related protein 13a-like,GO:0000423,NCBITaxon:4097,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3218,mitophagy
ATG14 autophagy related 14 homolog,GO:0000423,NCBITaxon:9598,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:9615,mitophagy
Microtubule-associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:9598,mitophagy
"Gamma-aminobutyric acid receptor associated protein, putative",GO:0000423,NCBITaxon:6945,mitophagy
Autophagy-related protein 13 (Fragment),GO:0000423,NCBITaxon:6945,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:4232,mitophagy
Beclin-1-like protein isoform X1,GO:0000423,NCBITaxon:4097,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:9615,mitophagy
Protein kinase domain-containing protein (Fragment),GO:0000423,NCBITaxon:6945,mitophagy
Uncharacterized protein (Fragment),GO:0000423,NCBITaxon:6945,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:4232,mitophagy
Cysteine protease (Fragment),GO:0000423,NCBITaxon:6945,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:4097,mitophagy
Transcription factor WD40-like family,GO:0000423,NCBITaxon:4232,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4097,mitophagy
Cysteine protease (Fragment),GO:0000423,NCBITaxon:6945,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4097,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3760,mitophagy
Autophagy-related protein 8,GO:0000423,NCBITaxon:367110,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9598,mitophagy
Gamma-aminobutyric acid receptor-associated protein,GO:0000423,NCBITaxon:9544,mitophagy
GABA type A receptor-associated protein,GO:0000423,NCBITaxon:9598,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3218,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:3218,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3983,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:3983,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3983,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:4565,mitophagy
Sequestosome 1,GO:0000423,NCBITaxon:9615,mitophagy
"Sorting nexin, putative",GO:0000423,NCBITaxon:6945,mitophagy
Sequestosome-1,GO:0000423,NCBITaxon:6945,mitophagy
Serine_threonine-protein kinase ULK3 (Fragment),GO:0000423,NCBITaxon:6945,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:4097,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3983,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4097,mitophagy
Uncharacterized protein LOC107776350 isoform X1,GO:0000423,NCBITaxon:4097,mitophagy
Microtubule-associated protein 1 light chain 3 alpha,GO:0000423,NCBITaxon:9598,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4577,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:4097,mitophagy
Protein RAE1,GO:0000423,NCBITaxon:4577,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4097,mitophagy
Autophagy-related protein 13a-like,GO:0000423,NCBITaxon:4097,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4097,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4232,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Serine_threonine-protein kinase ATG1,GO:0000423,NCBITaxon:284811,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:284811,mitophagy
ACR154Wp,GO:0000423,NCBITaxon:284811,mitophagy
Autophagy related 14,GO:0000423,NCBITaxon:9796,mitophagy
Autophagy-related protein 8,GO:0000423,NCBITaxon:284811,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:284811,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:6238,mitophagy
Probable cysteine protease ATG4,GO:0000423,NCBITaxon:284811,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:28377,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4236,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:284811,mitophagy
Cysteine protease ATG4A,GO:0000423,NCBITaxon:39947,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:9544,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:36329,mitophagy
"Cysteine protease ATG4, putative",GO:0000423,NCBITaxon:36329,mitophagy
Autophagy-related protein 17,GO:0000423,NCBITaxon:284811,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:284811,mitophagy
Autophagy-related protein 8,GO:0000423,NCBITaxon:330879,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:7070,mitophagy
Ubiquitin-like-conjugating enzyme ATG10,GO:0000423,NCBITaxon:7070,mitophagy
Cysteine protease ATG4,GO:0000423,NCBITaxon:214684,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3694,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:7070,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:7070,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:7070,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:7070,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3694,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:7070,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3635,mitophagy
"Chromosome undetermined scaffold_108, whole genome shotgun sequence",GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4558,mitophagy
"Chromosome undetermined scaffold_107, whole genome shotgun sequence",GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4555,mitophagy
"Chromosome undetermined scaffold_11, whole genome shotgun sequence",GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
LPS responsive beige-like anchor protein,GO:0000423,NCBITaxon:7918,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4558,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:3847,mitophagy
MGC64432 protein,GO:0000423,NCBITaxon:8355,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3760,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:9544,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:3760,mitophagy
Cysteine protease ATG4A,GO:0000423,NCBITaxon:9913,mitophagy
Cysteine protease ATG4B,GO:0000423,NCBITaxon:9913,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3760,mitophagy
GABA type A receptor associated protein like 1,GO:0000423,NCBITaxon:9685,mitophagy
GABA type A receptor associated protein like 2,GO:0000423,NCBITaxon:9258,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:13616,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:88036,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:51240,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3760,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:3760,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:3847,mitophagy
Transducin family protein _ WD-40 repeat family protein,GO:0000423,NCBITaxon:4577,mitophagy
Lipopolysaccharide-responsive and beige-like anchor protein,GO:0000423,NCBITaxon:8355,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
Beclin-1,GO:0000423,NCBITaxon:8355,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:4555,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4555,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4555,mitophagy
"Chromosome undetermined scaffold_14, whole genome shotgun sequence",GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:8355,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:5888,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:5888,mitophagy
"Chromosome undetermined scaffold_25, whole genome shotgun sequence",GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3847,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:5888,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:5888,mitophagy
Beclin-1,GO:0000423,NCBITaxon:9796,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:36329,mitophagy
Transducin family protein _ WD-40 repeat family protein,GO:0000423,NCBITaxon:4236,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:4236,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4236,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3694,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4236,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4555,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3847,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:4558,mitophagy
Beclin 1 protein,GO:0000423,NCBITaxon:4555,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:4555,mitophagy
THIF-type NAD_FAD binding fold domain-containing protein,GO:0000423,NCBITaxon:4555,mitophagy
Serine_threonine-protein kinase ATG1,GO:0000423,NCBITaxon:665079,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:8355,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:4555,mitophagy
Probable cysteine protease atg4,GO:0000423,NCBITaxon:665079,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:4577,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:665079,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:665079,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4558,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4555,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:4558,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4558,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4236,mitophagy
Autophagy-related protein 8,GO:0000423,NCBITaxon:665079,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:4558,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:4236,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4236,mitophagy
Protein kinase domain-containing protein,GO:0000423,NCBITaxon:665079,mitophagy
Autophagy and beclin 1 regulator 1,GO:0000423,NCBITaxon:9258,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:4236,mitophagy
Beclin 1 protein,GO:0000423,NCBITaxon:4558,mitophagy
PX domain-containing protein,GO:0000423,NCBITaxon:665079,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4558,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4236,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:665079,mitophagy
Ubiquitin-like modifier-activating enzyme atg7,GO:0000423,NCBITaxon:665079,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3760,mitophagy
Atg6 BARA domain-containing protein,GO:0000423,NCBITaxon:35128,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3635,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3760,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3760,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3760,mitophagy
Gamma-aminobutyric acid receptor-associated protein-like 2,GO:0000423,NCBITaxon:9913,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:9685,mitophagy
Autophagy-related protein 13a-like isoform X2,GO:0000423,NCBITaxon:3635,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:9685,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3760,mitophagy
Sorting nexin 7,GO:0000423,NCBITaxon:13616,mitophagy
Uncharacterized protein LOC107929113 isoform X1,GO:0000423,NCBITaxon:3635,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3760,mitophagy
ZZ-type domain-containing protein,GO:0000423,NCBITaxon:35128,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:35128,mitophagy
Atg6 BARA domain-containing protein,GO:0000423,NCBITaxon:35128,mitophagy
Gamma-aminobutyric acid receptor-associated protein,GO:0000423,NCBITaxon:7739,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3694,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:7070,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:7070,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:6238,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4565,mitophagy
Autophagy-related protein 13b-like,GO:0000423,NCBITaxon:3635,mitophagy
Sorting nexin 7,GO:0000423,NCBITaxon:9823,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3694,mitophagy
Microtubule associated protein 1 light chain 3 alpha,GO:0000423,NCBITaxon:13616,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3635,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:35128,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:35128,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3847,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:8090,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4565,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:4565,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:6412,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:6412,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:4565,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3218,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3218,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:7165,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Microtubule-associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:9685,mitophagy
Microtubule associated protein 1 light chain 3 gamma,GO:0000423,NCBITaxon:9823,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:54126,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3694,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Sorting nexin family member 30,GO:0000423,NCBITaxon:9823,mitophagy
Lgg-2,GO:0000423,NCBITaxon:54126,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:9823,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:412133,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:13616,mitophagy
Protein CBG21337 (Fragment),GO:0000423,NCBITaxon:6238,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:412133,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:13616,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:71139,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4565,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:6238,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:88036,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:35128,mitophagy
Fibronectin type-III domain-containing protein,GO:0000423,NCBITaxon:9685,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:88036,mitophagy
LPS responsive beige-like anchor protein,GO:0000423,NCBITaxon:9823,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Uncharacterized protein LOC107929113 isoform X2,GO:0000423,NCBITaxon:3635,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3635,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Beclin-1-like protein isoform X1,GO:0000423,NCBITaxon:3635,mitophagy
Microtubule associated protein 1 light chain 3 gamma,GO:0000423,NCBITaxon:9685,mitophagy
Ubiquitin activating enzyme e1-like protein,GO:0000423,NCBITaxon:35128,mitophagy
Beclin-1,GO:0000423,NCBITaxon:9258,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3711,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:15368,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:15368,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3711,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:51240,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:51240,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3711,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:51240,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3711,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:9823,mitophagy
Uncharacterized protein LOC109012671 isoform X1,GO:0000423,NCBITaxon:51240,mitophagy
Microtubule-associated proteins 1A_1B light chain 3B,GO:0000423,NCBITaxon:9544,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:4432,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4432,mitophagy
LisH domain-containing protein,GO:0000423,NCBITaxon:3711,mitophagy
Autophagy-related protein 13a,GO:0000423,NCBITaxon:51240,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:88036,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:13616,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:51240,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:88036,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:51240,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3711,mitophagy
Cysteine protease (Fragment),GO:0000423,NCBITaxon:88036,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3711,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3711,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:51240,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3711,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:51240,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:88036,mitophagy
Autophagy-related protein 13b,GO:0000423,NCBITaxon:51240,mitophagy
Cysteine protease (Fragment),GO:0000423,NCBITaxon:88036,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:9823,mitophagy
Uncharacterized protein LOC107952744 isoform X1,GO:0000423,NCBITaxon:3635,mitophagy
Sequestosome 1,GO:0000423,NCBITaxon:9823,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9544,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:51240,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:51240,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:51240,mitophagy
Beclin-1,GO:0000423,NCBITaxon:9823,mitophagy
Beclin-1-like protein isoform X1,GO:0000423,NCBITaxon:51240,mitophagy
LPS responsive beige-like anchor protein,GO:0000423,NCBITaxon:9615,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:4565,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3711,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:51240,mitophagy
Cysteine protease ATG4D,GO:0000423,NCBITaxon:9615,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:88036,mitophagy
Autophagy related 14,GO:0000423,NCBITaxon:13616,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3711,mitophagy
Autophagy-related protein 13b-like isoform X1,GO:0000423,NCBITaxon:3635,mitophagy
Autophagy-related protein 13a-like isoform X1,GO:0000423,NCBITaxon:51240,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:88036,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:51240,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Protein CBR-BEC-1,GO:0000423,NCBITaxon:6238,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3711,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3711,mitophagy
Sorting nexin family member 30,GO:0000423,NCBITaxon:9544,mitophagy
Autophagy-related protein 9 (Fragment),GO:0000423,NCBITaxon:88036,mitophagy
Autophagy-related protein 9 (Fragment),GO:0000423,NCBITaxon:88036,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:51240,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:51240,mitophagy
Autophagy and beclin 1 regulator 1,GO:0000423,NCBITaxon:9544,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:3711,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:51240,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3711,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3711,mitophagy
Ubiquitin-like-conjugating enzyme ATG10 isoform X2,GO:0000423,NCBITaxon:51240,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:51240,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:3218,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3711,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3711,mitophagy
Sorting nexin 7,GO:0000423,NCBITaxon:9598,mitophagy
Autophagy protein 5 (Fragment),GO:0000423,NCBITaxon:88036,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3711,mitophagy
Sequestosome 1,GO:0000423,NCBITaxon:9544,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9823,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:15368,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:51240,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:51240,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9823,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:51240,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3711,mitophagy
Atg6 BARA domain-containing protein,GO:0000423,NCBITaxon:15368,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:15368,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3694,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:9796,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:9544,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3694,mitophagy
MAP1LC3B,GO:0000423,NCBITaxon:9598,mitophagy
Microtubule associated protein 1 light chain 3 alpha,GO:0000423,NCBITaxon:9544,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:71139,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:13333,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:7719,mitophagy
Autophagy and beclin 1 regulator 1,GO:0000423,NCBITaxon:9595,mitophagy
GABA type A receptor-associated protein,GO:0000423,NCBITaxon:9544,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:13333,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:13333,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:13333,mitophagy
